UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,5,2024,58,4053315,1996594,2056721,1579520,1583540,247552,284217,23255,23168,114263,130550,4555,4573,27449,30673,1602374,1608994,255724,294326,36404,37801,124149,141436,7920,8203,1673607,1738623,1289655,1299628,234059,269178,13551,14586,111449,127526,3518,3607,21375,24098,1307191,1319367,239630,276362,23570,25922,119991,136873,6348,6637,322987,318098,289865,283912,13493,15039,9704,8582,2814,3024,1037,966,6074,6575,295183,289627,16094,17964,12834,11879,4158,4563,1572,1566
R,5,2024,59,4212780,2063790,2148990,1642432,1667154,251814,291763,23636,23999,113402,129954,4669,4799,27837,31321,1665678,1693055,259814,301961,37254,39344,123424,140765,8045,8520,1748380,1833527,1359153,1385325,238823,276924,14260,15587,110609,127048,3668,3789,21867,24854,1377162,1405600,244321,284244,24686,27660,119332,136397,6500,6937,315410,315463,283279,281829,12991,14839,9376,8412,2793,2906,1001,1010,5970,6467,288516,287455,15493,17717,12568,11684,4092,4368,1545,1583
R,5,2024,60,4280030,2094919,2185111,1676862,1705425,248218,287497,23250,23868,114512,132547,4413,4615,27664,31159,1699884,1731153,255968,297191,37127,39423,124356,143360,7854,8374,1794340,1880448,1407211,1433462,235555,273120,14274,15538,111874,129773,3460,3646,21966,24909,1425294,1453764,240945,280091,25104,27970,120438,139123,6368,6810,300579,304663,269651,271963,12663,14377,8976,8330,2638,2774,953,969,5698,6250,274590,277389,15023,17100,12023,11453,3918,4237,1486,1564
R,5,2024,61,4265566,2080343,2185223,1668789,1712538,243311,283554,22825,23541,113995,130309,4245,4519,27178,30762,1691527,1737856,250706,293194,36408,39176,123733,140747,7509,8146,1793849,1891564,1411341,1450149,231501,270046,14272,15493,111454,127592,3357,3613,21924,24671,1429484,1470196,236673,276983,25121,28001,120007,136668,6173,6679,286494,293659,257448,262389,11810,13508,8553,8048,2541,2717,888,906,5254,6091,262043,267660,14033,16211,11287,11175,3726,4079,1336,1467
R,5,2024,62,4279218,2083131,2196087,1687385,1736588,238271,280899,22384,23537,103967,120377,4262,4356,26862,30330,1709850,1761487,245472,290403,36052,39254,113502,130566,7571,7924,1808676,1915202,1440680,1485638,226994,268166,14271,15702,101621,117757,3449,3470,21661,24469,1458631,1505514,232007,275044,25210,28445,109968,126592,6258,6468,274455,280885,246705,250950,11277,12733,8113,7835,2346,2620,813,886,5201,5861,251219,255973,13465,15359,10842,10809,3534,3974,1313,1456
R,5,2024,63,4241279,2056958,2184321,1669293,1730517,234039,277154,21598,23020,101614,120119,4073,4242,26341,29269,1691295,1754550,240939,286000,35218,38416,110940,129978,7233,7728,1798167,1914611,1436882,1489092,223390,264899,13878,15748,99308,117587,3294,3444,21415,23841,1454547,1508436,228290,271410,24849,28326,107541,126171,5982,6412,258791,269710,232411,241425,10649,12255,7720,7272,2306,2532,779,798,4926,5428,236748,246114,12649,14590,10369,10090,3399,3807,1251,1316
R,5,2024,64,4154436,2011345,2143091,1628792,1693207,230599,274474,21060,22581,101147,120050,4072,4068,25675,28711,1650301,1716684,237338,283399,34350,37797,110261,129494,7146,7446,1761890,1884013,1404793,1461771,220214,262544,13709,15481,98947,117628,3283,3288,20944,23301,1422196,1480572,224985,269112,24464,27898,107000,125802,5892,6146,249455,259078,223999,231436,10385,11930,7351,7100,2200,2422,789,780,4731,5410,228105,236112,12353,14287,9886,9899,3261,3692,1254,1300
R,5,2024,65,4072010,1959603,2112407,1596687,1679295,219262,264567,19429,21373,96392,116383,3706,3819,24127,26970,1616826,1701507,225500,272593,32196,36063,104783,125150,6497,6882,1733058,1870453,1393208,1462759,209686,253423,12912,14784,94394,114171,3030,3153,19828,22163,1409632,1480838,214131,259322,23391,26963,101800,121860,5409,5793,226545,241954,203479,216536,9576,11144,6517,6589,1998,2212,676,666,4299,4807,207194,220669,11369,13271,8805,9100,2983,3290,1088,1089
R,5,2024,66,4030186,1933136,2097050,1581476,1675466,210473,256033,18944,20744,95147,114806,3535,3752,23561,26249,1601095,1696939,216540,263983,31543,35149,103318,123213,6272,6723,1718430,1864665,1388732,1467259,201406,245385,12667,14620,93226,112783,2914,3070,19485,21548,1404817,1484692,205788,251282,23099,26534,100509,120117,5246,5621,214706,232385,192744,208207,9067,10648,6277,6124,1921,2023,621,682,4076,4701,196278,212247,10752,12701,8444,8615,2809,3096,1026,1102
R,5,2024,67,3902619,1862534,2040085,1527693,1630883,199441,249322,18161,19804,91635,111382,3396,3498,22208,25196,1546198,1651636,205195,256792,30288,34074,99120,119076,5932,6382,1661093,1819100,1346997,1433007,190864,239058,12121,13998,89872,109380,2794,2906,18445,20751,1362221,1449895,195039,244550,22199,25931,96567,116100,4997,5367,201441,220985,180696,197876,8577,10264,6040,5806,1763,2002,602,592,3763,4445,183977,201741,10156,12242,8089,8143,2553,2976,935,1015
R,5,2024,68,3755635,1780000,1975635,1462108,1581101,187448,237531,17135,19250,89167,110183,3094,3490,21048,24080,1479674,1600783,192851,244701,28561,32838,96230,117734,5543,6178,1589890,1763552,1291571,1391140,179328,227815,11460,13706,87493,108184,2567,2918,17471,19789,1306022,1407146,183205,233066,20944,25052,93802,114750,4699,5202,190110,212083,170537,189961,8120,9716,5675,5544,1674,1999,527,572,3577,4291,173652,193637,9646,11635,7617,7786,2428,2984,844,976
R,5,2024,69,3647839,1721720,1926119,1420394,1547927,176356,226071,16049,17832,86011,108280,2978,3284,19932,22725,1436936,1566476,181441,232870,27109,30615,92651,115310,5291,5886,1543942,1724979,1260195,1366675,168909,217336,11090,12919,84455,106490,2496,2738,16797,18821,1274018,1381820,172650,222408,20463,23671,90423,112676,4507,4991,177778,201140,160199,181252,7447,8735,4959,4913,1556,1790,482,546,3135,3904,162918,184656,8791,10462,6646,6944,2228,2634,784,895
R,5,2024,70,3486593,1635187,1851406,1358727,1497804,160572,212025,14740,16709,80144,100670,2663,3002,18341,21196,1374056,1515104,165148,218251,25174,28942,86051,107080,4695,5435,1474433,1665372,1213819,1330203,153721,203895,10311,12149,78845,99035,2238,2496,15499,17594,1226679,1344378,157076,208499,19233,22465,84131,104697,4031,4621,160754,186034,144908,167601,6851,8130,4429,4560,1299,1635,425,506,2842,3602,147377,170726,8072,9752,5941,6477,1920,2383,664,814
R,5,2024,71,3335395,1556053,1779342,1298107,1445137,147711,198160,13565,15643,77137,97702,2590,2834,16943,19866,1312214,1461400,151852,203877,23140,27150,82701,103739,4554,5123,1408775,1605395,1165260,1288102,141467,190540,9583,11494,75872,96193,2220,2369,14373,16697,1177132,1301614,144507,194870,17792,21332,80864,101506,3945,4367,147278,173947,132847,157035,6244,7620,3982,4149,1265,1509,370,465,2570,3169,135082,159786,7345,9007,5348,5818,1837,2233,609,756
R,5,2024,72,3202259,1488185,1714074,1249180,1397819,137740,189264,12596,14649,70623,91287,2308,2642,15738,18413,1262266,1412973,141594,194532,21744,25575,75574,96616,4168,4745,1350936,1551606,1124917,1251165,132134,182001,9034,10878,69466,89902,1979,2218,13406,15442,1135986,1263701,135013,185969,16872,20245,73938,94595,3612,4051,137249,162468,124263,146654,5606,7263,3562,3771,1157,1385,329,424,2332,2971,126280,149272,6581,8563,4872,5330,1636,2021,556,694
R,5,2024,73,2985177,1375134,1610043,1149264,1306296,129728,181211,11912,13813,67244,89046,2142,2382,14844,17295,1161626,1320388,133368,186296,20579,24077,71893,94089,3877,4387,1247130,1455805,1033424,1166981,124393,174482,8623,10146,66155,87655,1847,2021,12688,14520,1043901,1178659,127106,178343,16129,18946,70341,92069,3401,3748,128004,154238,115840,139315,5335,6729,3289,3667,1089,1391,295,361,2156,2775,117725,141729,6262,7953,4450,5131,1552,2020,476,639
R,5,2024,74,2859522,1312873,1546649,1096072,1254970,121651,171097,11391,12981,67587,88675,2181,2420,13991,16506,1107690,1268368,125098,175968,19691,22705,71861,93501,3828,4355,1193784,1400864,988204,1123097,116737,164672,8381,9720,66619,87410,1846,2062,11997,13903,998118,1134253,119369,168365,15553,18106,70442,91641,3313,3765,119089,145785,107868,131873,4914,6425,3010,3261,968,1265,335,358,1994,2603,109572,134115,5729,7603,4138,4599,1419,1860,515,590
R,5,2024,75,2754226,1259273,1494953,1060891,1225963,110278,158175,10553,12141,62556,80917,2039,2301,12956,15456,1071669,1238684,113375,162600,18280,21457,66519,85267,3561,4026,1150914,1360065,962589,1103641,105939,152420,7815,9129,61663,79766,1748,1976,11160,13133,971811,1114350,108291,155797,14573,17269,65211,83596,3090,3489,108359,134888,98302,122322,4339,5755,2738,3012,893,1151,291,325,1796,2323,99858,124334,5084,6803,3707,4188,1308,1671,471,537
R,5,2024,76,2704700,1234560,1470140,1050970,1220388,101379,146758,9845,11350,58131,74638,1824,2088,12411,14918,1061351,1232733,104373,150942,17368,20358,61757,78828,3253,3776,1132324,1342078,958142,1104064,97295,141394,7324,8630,57291,73548,1572,1790,10700,12652,967018,1114417,99595,144601,13910,16457,60535,77240,2860,3280,102236,128062,92828,116324,4084,5364,2521,2720,840,1090,252,298,1711,2266,94333,118316,4778,6341,3458,3901,1222,1588,393,496
R,5,2024,77,2712609,1244229,1468380,1072377,1235572,94021,135462,9645,10945,54524,70119,1681,1847,11981,14435,1082514,1247620,96787,139415,17052,19819,57879,74044,3063,3439,1148087,1346972,984787,1125106,90323,130395,7273,8417,53824,69092,1457,1586,10423,12376,993569,1135333,92459,133462,13861,16196,56803,72584,2679,3008,96142,121408,87590,110466,3698,5067,2372,2528,700,1027,224,261,1558,2059,88945,112287,4328,5953,3191,3623,1076,1460,384,431
R,5,2024,78,1901945,849570,1052375,718971,868915,69502,106035,7007,8361,43756,56451,1463,1626,8871,10987,726364,877986,71628,109073,12257,14749,46453,59704,2572,2950,772506,949536,648820,775382,66433,101655,5159,6253,43178,55620,1272,1412,7644,9214,655162,782913,68041,103919,9750,11720,45601,58467,2251,2593,77064,102839,70151,93533,3069,4380,1848,2108,578,831,191,214,1227,1773,71202,95073,3587,5154,2507,3029,852,1237,321,357
R,5,2024,79,1832341,813588,1018753,690461,843520,65601,101428,6590,7994,41189,53702,1247,1502,8500,10607,697605,852308,67587,104372,11648,14251,43678,56772,2357,2777,742800,924003,625926,757154,62886,97558,4955,6061,40605,52918,1080,1290,7348,9022,632050,764570,64395,99791,9412,11510,42836,55624,2079,2420,70788,94750,64535,86366,2715,3870,1635,1933,584,784,167,212,1152,1585,65555,87738,3192,4581,2236,2741,842,1148,278,357
R,5,2024,80,1762263,774997,987266,663622,827013,59293,93358,5999,7383,37352,48297,1131,1258,7600,9957,670039,835269,60963,96112,10607,13357,39564,51044,2097,2473,712050,899639,606124,746901,56807,89923,4568,5662,36899,47581,995,1101,6657,8471,611722,753874,58112,92025,8686,10867,38883,50004,1859,2185,62947,87627,57498,80112,2486,3435,1431,1721,453,716,136,157,943,1486,58317,81395,2851,4087,1921,2490,681,1040,238,288
R,5,2024,81,1709854,745011,964843,642385,814309,54485,88783,5460,6863,34545,44428,968,1187,7168,9273,648441,822047,56139,91298,9893,12572,36507,46916,1829,2232,687975,882618,590216,739351,52232,85323,4265,5218,34111,43805,862,1013,6289,7908,595532,745912,53507,87208,8251,10243,35864,45990,1623,1944,57036,82225,52169,74958,2253,3460,1195,1645,434,623,106,174,879,1365,52909,76135,2632,4090,1642,2329,643,926,206,288
R,5,2024,82,1431401,614384,817017,525673,683941,45990,76892,4780,5908,30919,41216,838,1049,6184,8011,530847,690622,47413,79046,8538,10754,32725,43430,1573,1946,564716,745504,480209,618374,44069,74157,3735,4517,30548,40662,732,885,5423,6909,484726,624092,45185,75828,7095,8789,32166,42622,1390,1694,49668,71513,45464,65567,1921,2735,1045,1391,371,554,106,164,761,1102,46121,66530,2228,3218,1443,1965,559,808,183,252
R,5,2024,83,1249773,528473,721300,449848,601447,40147,69281,4212,5353,28125,37192,758,920,5383,7107,454369,607329,41339,71193,7480,9617,29727,39231,1427,1769,483674,655596,408788,541193,38427,66663,3277,4177,27797,36683,674,781,4711,6099,412735,546211,39342,68140,6195,7922,29229,38482,1269,1536,44799,65704,41060,60254,1720,2618,935,1176,328,509,84,139,672,1008,41634,61118,1997,3053,1285,1695,498,749,158,233
R,5,2024,84,1109289,460552,648737,389755,538344,35714,63574,3752,4916,25717,34339,691,895,4923,6669,393907,543883,36817,65427,6630,8856,27243,36218,1292,1695,420204,588083,352850,482877,34143,61121,2908,3790,25395,33867,595,741,4313,5687,356477,487571,34989,62521,5469,7229,26779,35526,1142,1442,40348,60654,36905,55467,1571,2453,844,1126,322,472,96,154,610,982,37430,56312,1828,2906,1161,1627,464,692,150,253
R,5,2024,85,1004420,411930,592490,350882,496022,30563,55461,3187,4359,22546,30075,558,783,4194,5790,354436,500865,31527,56991,5704,7814,23795,31719,1049,1479,376486,537854,318381,445943,29175,53248,2485,3379,22286,29664,483,670,3676,4950,321476,450072,29922,54397,4724,6415,23415,31106,933,1273,35444,54636,32501,50079,1388,2213,702,980,260,411,75,113,518,840,32960,50793,1605,2594,980,1399,380,613,116,206
R,5,2024,86,894618,360112,534506,306116,446743,26628,50161,2858,3962,20195,27784,514,720,3801,5136,309317,451014,27510,51576,5117,6924,21352,29267,953,1334,328905,485232,277453,401626,25468,48147,2244,3085,19971,27421,438,593,3331,4360,280250,405220,26150,49229,4264,5665,21010,28725,824,1127,31207,49274,28663,45117,1160,2014,614,877,224,363,76,127,470,776,29067,45794,1360,2347,853,1259,342,542,129,207
R,5,2024,87,764792,301755,463037,256047,386666,22156,43306,2388,3391,17506,24466,455,588,3203,4620,258789,390531,22869,44551,4248,6078,18508,25805,822,1141,274977,419973,231430,347056,21106,41649,1893,2626,17314,24131,402,502,2832,4009,233847,350387,21658,42622,3575,5010,18227,25333,731,995,26778,43064,24617,39610,1050,1657,495,765,192,335,53,86,371,611,24942,40144,1211,1929,673,1068,281,472,91,146
R,5,2024,88,676971,261912,415059,222109,346002,19473,39427,2079,3074,15068,21886,380,524,2803,4146,224451,349438,20117,40567,3685,5500,15967,23080,746,992,238568,376716,200597,310778,18587,37938,1651,2391,14911,21607,336,445,2486,3557,202670,313708,19086,38828,3101,4508,15734,22661,664,866,23344,38343,21512,35224,886,1489,428,683,157,279,44,79,317,589,21781,35730,1031,1739,584,992,233,419,82,126
R,5,2024,89,587480,221856,365624,188285,305667,16079,33998,1759,2653,12992,19225,332,453,2409,3628,190334,308669,16616,34977,3137,4730,13733,20326,652,890,202174,331996,170094,274727,15371,32698,1403,2042,12854,18974,298,387,2154,3168,171923,277334,15808,33472,2658,3894,13521,19958,591,773,19682,33628,18191,30940,708,1300,356,611,138,251,34,66,255,460,18411,31335,808,1505,479,836,212,368,61,117
R,5,2024,90,478621,176263,302358,149242,252082,12644,28085,1386,2123,10700,16590,292,399,1999,3079,150938,254658,13098,28915,2497,3875,11365,17528,538,775,160550,274753,134725,226647,12091,27030,1099,1655,10594,16381,256,350,1785,2690,136240,228891,12457,27685,2109,3220,11196,17223,479,682,15713,27605,14517,25435,553,1055,287,468,106,209,36,49,214,389,14698,25767,641,1230,388,655,169,305,59,93
R,5,2024,91,415431,148882,266549,126104,222280,10524,24376,1180,1888,9195,15033,231,319,1648,2653,127490,224471,10904,25106,2089,3401,9749,15810,445,677,136220,243059,114401,200595,10060,23482,958,1505,9102,14864,205,280,1494,2333,115652,202513,10378,24076,1786,2865,9617,15557,402,603,12662,23490,11703,21685,464,894,222,383,93,169,26,39,154,320,11838,21958,526,1030,303,536,132,253,43,74
R,5,2024,92,351980,122337,229643,104429,193240,7985,19662,928,1567,7455,12592,182,269,1358,2313,105589,195170,8302,20287,1678,2893,7903,13258,359,556,111737,209668,94557,174745,7658,18935,747,1247,7382,12467,163,243,1230,2031,95607,176430,7920,19443,1431,2426,7793,13071,321,496,10600,19975,9872,18495,327,727,181,320,73,125,19,26,128,282,9982,18740,382,844,247,467,110,187,38,60
R,5,2024,93,292762,98160,194602,83692,163612,6222,16233,740,1331,6189,11226,162,242,1155,1958,84664,165246,6482,16776,1381,2435,6585,11809,316,493,89637,177741,75765,148000,5953,15642,592,1047,6144,11113,147,210,1036,1729,76637,149435,6168,16083,1169,2041,6505,11631,286,439,8523,16861,7927,15612,269,591,148,284,45,113,15,32,119,229,8027,15811,314,693,212,394,80,178,30,54
R,5,2024,94,234222,75599,158623,64008,132802,4880,13453,648,1096,5040,9446,129,202,894,1624,64762,134145,5095,13908,1155,2023,5326,9922,242,403,68929,144966,57823,120140,4655,12982,527,879,5004,9352,116,179,804,1434,58504,121322,4833,13345,988,1717,5261,9779,215,357,6670,13657,6185,12662,225,471,121,217,36,94,13,23,90,190,6258,12823,262,563,167,306,65,143,27,46
R,5,2024,95,181188,55770,125418,47203,105090,3494,10446,457,818,3805,7535,90,172,721,1357,47801,106210,3664,10838,860,1592,4039,7929,194,346,51065,115031,42834,95503,3344,10067,379,650,3777,7453,82,157,649,1201,43373,96488,3485,10389,748,1350,3989,7806,174,313,4705,10387,4369,9587,150,379,78,168,28,82,8,15,72,156,4428,9722,179,449,112,242,50,123,20,33
R,5,2024,96,141185,41553,99632,35008,83408,2551,8165,344,690,3027,6135,63,127,560,1107,35482,84331,2674,8462,646,1323,3222,6449,143,283,38190,91822,31875,76199,2450,7883,286,565,3007,6074,57,112,515,989,32311,77017,2557,8129,566,1142,3190,6359,132,250,3363,7810,3133,7209,101,282,58,125,20,61,6,15,45,118,3171,7314,117,333,80,181,32,90,11,33
R,5,2024,97,104580,29409,75171,24512,62662,1861,6145,257,547,2301,4867,48,93,430,857,24869,63374,1975,6390,501,1039,2437,5107,101,201,27089,69470,22357,57404,1790,5925,223,451,2287,4828,44,81,388,781,22679,58052,1886,6134,446,905,2409,5049,91,180,2320,5701,2155,5258,71,220,34,96,14,39,4,12,42,76,2190,5322,89,256,55,134,28,58,10,21
R,5,2024,98,74472,19827,54645,16384,45167,1245,4572,176,396,1694,3769,26,75,302,666,16633,45714,1324,4763,339,768,1792,3967,73,165,18275,50603,14949,41426,1196,4427,149,331,1685,3741,23,68,273,610,15175,41929,1261,4594,298,679,1773,3921,62,148,1552,4042,1435,3741,49,145,27,65,9,28,3,7,29,56,1458,3785,63,169,41,89,19,46,11,17
R,5,2024,99,52512,13292,39220,10785,32243,857,3202,125,304,1278,2891,24,64,223,516,10971,32667,912,3369,251,604,1353,3026,55,124,12290,36445,9861,29675,827,3101,109,264,1269,2873,21,60,203,472,10032,30061,874,3249,224,545,1339,2993,48,113,1002,2775,924,2568,30,101,16,40,9,18,3,4,20,44,939,2606,38,120,27,59,14,33,7,11
R,5,2024,100,91281,20848,70433,16075,56057,1331,5960,236,604,2714,6598,42,130,450,1084,16440,56924,1462,6318,477,1209,2872,6897,111,292,19435,66089,14784,52054,1282,5797,213,539,2700,6568,39,121,417,1010,15125,52863,1399,6120,436,1108,2847,6844,99,270,1413,4344,1291,4003,49,163,23,65,14,30,3,9,33,74,1315,4061,63,198,41,101,25,53,12,22
R,6,2024,999,336512477,166509695,170002782,125822645,126726332,22166252,23934687,2300547,2255828,10503029,11328138,464078,452093,5253144,5305704,130527051,131453821,24610058,26445688,3752013,3763667,12468839,13277311,911029,900561,132992892,137208074,96740648,98313133,20421040,22147793,1203938,1237980,10142992,10970266,331879,327553,4152395,4211349,100459752,102064084,22334793,24123683,2211334,2306160,11806058,12618389,679815,678355,33516803,32794708,29081997,28413199,1745212,1786894,1096609,1017848,360037,357872,132199,124540,1100749,1094355,30067299,29389737,2275265,2322005,1540679,1457507,662781,658922,231214,222206
R,6,2024,0,3650621,1865314,1785307,1287406,1228411,302615,294476,33992,32600,107210,101313,7353,6928,126738,121579,1403965,1340200,372779,361918,57667,55384,154004,146045,16053,15193,1354311,1292373,874444,829677,263650,256681,12325,11731,99357,93932,4072,3917,100463,96435,967374,918848,320097,310976,27233,26105,137978,130881,10364,9915,511003,492934,412962,398734,38965,37795,21667,20869,7853,7381,3281,3011,26275,25144,436591,421352,52682,50942,30434,29279,16026,15164,5689,5278
R,6,2024,1,3669765,1874892,1794873,1291765,1232359,303622,295753,34347,32978,110597,104727,7444,7013,127117,122043,1408663,1344561,373901,363325,58087,55845,157629,149754,16164,15310,1359268,1297543,875056,830161,264352,257692,12326,11722,102696,97264,4155,3976,100683,96728,968174,919585,320815,312022,27234,26103,141540,134486,10466,9999,515624,497330,416709,402198,39270,38061,22021,21256,7901,7463,3289,3037,26434,25315,440489,424976,53086,51303,30853,29742,16089,15268,5698,5311
R,6,2024,2,3720532,1900726,1819806,1307126,1246902,307047,299131,35090,33703,114838,108983,7574,7185,129051,123902,1425792,1360800,378307,367652,59179,56915,162674,154781,16422,15602,1377473,1315153,884655,839193,267149,260503,12475,11882,106791,101337,4257,4076,102146,98162,979108,929930,324331,315550,27568,26452,146321,139227,10662,10185,523253,504653,422471,407709,39898,38628,22615,21821,8047,7646,3317,3109,26905,25740,446684,430870,53976,52102,31611,30463,16353,15554,5760,5417
R,6,2024,3,3626557,1854209,1772348,1268557,1207591,304624,296116,34461,33172,114531,108707,7067,6632,124969,120130,1383465,1318023,373597,362540,57761,55646,160911,153150,15626,14789,1349870,1286165,860794,814432,266650,259364,12406,11955,106844,101244,4206,3922,98970,95248,952303,902469,321987,312741,27013,26077,145224,138064,10410,9854,504339,486183,407763,393159,37974,36752,22055,21217,7687,7463,2861,2710,25999,24882,431162,415554,51610,49799,30748,29569,15687,15086,5216,4935
R,6,2024,4,3776224,1929747,1846477,1334054,1273433,304822,296200,36529,34906,121140,114656,7257,6851,125945,120431,1449867,1384165,374437,362896,59846,57324,167917,159183,15872,15012,1419941,1356354,919696,874562,268443,261279,13839,13358,113226,107107,4490,4183,100247,95865,1012357,963152,324516,315040,28602,27549,152136,144161,10822,10185,509806,490123,414358,398871,36379,34921,22690,21548,7914,7549,2767,2668,25698,24566,437510,421013,49921,47856,31244,29775,15781,15022,5050,4827
R,6,2024,5,3829634,1955511,1874123,1354881,1294345,306776,299965,37072,35435,123239,116607,7466,6992,126077,120779,1470753,1405348,376355,366775,60531,58055,170094,161233,16101,15180,1438331,1374618,933888,887069,270180,264562,14283,13832,115122,108885,4610,4319,100248,95951,1026487,975701,326108,318296,29135,28125,154123,145978,10971,10342,517180,499505,420993,407276,36596,35403,22789,21603,8117,7722,2856,2673,25829,24828,444266,429647,50247,48479,31396,29930,15971,15255,5130,4838
R,6,2024,6,3918247,2002999,1915248,1386663,1322427,313903,306427,37792,35555,128818,121026,7557,7127,128266,122686,1504532,1435161,384343,374169,61712,58567,176703,166429,16392,15486,1477395,1408739,956793,907612,278151,271745,14429,13881,120899,113406,4783,4465,102340,97630,1051294,997751,334985,326316,29625,28468,160920,151240,11327,10623,525604,506509,429870,414815,35752,34682,23363,21674,7919,7620,2774,2662,25926,25056,453238,437410,49358,47853,32087,30099,15783,15189,5065,4863
R,6,2024,7,3998931,2046033,1952898,1422786,1353936,314497,306427,36812,35662,134895,126396,7703,7277,129340,123200,1541561,1467151,384579,373879,61187,59054,183884,172247,16791,15774,1511143,1437547,981419,929096,279115,272053,15451,14816,126978,118884,4963,4611,103217,98087,1076617,1019643,335528,326371,31063,29724,168030,157136,11744,10891,534890,515351,441367,424840,35382,34374,21361,20846,7917,7512,2740,2666,26123,25113,464944,447508,49051,47508,30124,29330,15854,15111,5047,4883
R,6,2024,8,4093848,2092070,2001778,1470388,1400798,315868,309533,36313,34998,131711,124405,7533,7274,130257,124770,1590101,1515482,386253,377514,61240,58885,180770,170882,16669,15906,1545141,1475626,1015673,963563,281117,275655,15954,15310,123774,116966,4777,4632,103846,99500,1111552,1055456,337841,330484,31937,30630,164752,155784,11554,11034,546929,526152,454715,437235,34751,33878,20359,19688,7937,7439,2756,2642,26411,25270,478549,460026,48412,47030,29303,28255,16018,15098,5115,4872
R,6,2024,9,4125644,2107224,2018420,1478055,1411192,321377,313581,36131,35141,134298,126703,7433,7302,129930,124501,1597470,1525625,391598,381324,61098,59049,183112,173104,16560,15927,1562613,1491593,1024884,973231,286059,279168,16295,15647,126735,119411,4788,4685,103852,99451,1120747,1065061,342677,333868,32431,31035,167676,158246,11610,11129,544611,526827,453171,437961,35318,34413,19836,19494,7563,7292,2645,2617,26078,25050,476723,460564,48921,47456,28667,28014,15436,14858,4950,4798
R,6,2024,10,4106286,2102920,2003366,1479167,1403256,322024,312624,36349,35035,130006,122938,7104,6869,128270,122644,1597070,1515950,390990,379596,61187,58732,178323,168315,16233,15454,1561588,1484299,1028543,971468,286518,278401,16651,15911,122743,116108,4627,4461,102506,97950,1123213,1061890,342095,332521,32768,31221,163222,154016,11403,10831,541332,519067,450624,431788,35506,34223,19698,19124,7263,6830,2477,2408,25764,24694,473857,454060,48895,47075,28419,27511,15101,14299,4830,4623
R,6,2024,11,4098082,2093996,2004086,1471264,1404451,319841,311337,35993,34813,133100,125540,7172,6894,126626,121051,1587515,1515530,387422,376782,60610,58483,181269,170828,16383,15523,1556169,1484727,1022073,971044,285393,277910,16762,16027,126016,118674,4719,4469,101206,96603,1115396,1060091,339821,330662,32752,31378,166431,156542,11565,10835,537827,519359,449191,433407,34448,33427,19231,18786,7084,6866,2453,2425,25420,24448,472119,455439,47601,46120,27858,27105,14838,14286,4818,4688
R,6,2024,12,4107953,2103534,2004419,1485587,1412026,321402,310690,37131,35552,127340,120351,6904,6689,125170,119111,1600495,1521352,388494,374961,61849,59171,174398,164697,15919,15243,1558794,1481293,1029980,974243,287304,277913,16909,16168,120391,113784,4481,4331,99729,94854,1121944,1061716,341213,329626,32923,31447,159757,150804,11158,10638,544740,523126,455607,437783,34098,32777,20222,19384,6949,6567,2423,2358,25441,24257,478551,459636,47281,45335,28926,27724,14641,13893,4761,4605
R,6,2024,13,4150177,2129037,2021140,1512984,1431985,323543,312075,35375,34050,124787,117693,6853,6535,125495,118802,1628288,1541031,390661,376051,60419,58032,171760,161710,15926,15032,1571168,1486696,1040762,980346,291124,280340,17128,16284,118038,111357,4496,4273,99620,94096,1132686,1067091,344954,331541,33301,31743,157187,147985,11185,10516,557869,534444,472222,451639,32419,31735,18247,17766,6749,6336,2357,2262,25875,24706,495602,473940,45707,44510,27118,26289,14573,13725,4741,4516
